image_name,image_url,height,width,rotation_angle,annotations/0/id,annotations/0/category_name,annotations/0/area,annotations/0/creator,annotations/0/keypoints/0,annotations/0/keypoints/1,annotations/0/keypoints/2,annotations/0/keypoints/3,annotations/0/keypoints/4,annotations/0/keypoints/5,annotations/0/keypoints/6,annotations/0/keypoints/7,annotations/0/keypoints/8,annotations/0/keypoints/9,annotations/0/keypoints/10,annotations/0/keypoints/11,annotations/0/keypoints/12,annotations/0/keypoints/13,annotations/0/keypoints/14,annotations/0/keypoints/15,annotations/0/keypoints/16,annotations/0/keypoints/17,annotations/0/keypoints/18,annotations/0/keypoints/19,annotations/0/keypoints/20,annotations/0/keypoints/21,annotations/0/keypoints/22,annotations/0/keypoints/23,annotations/0/keypoints/24,annotations/0/keypoints/25,annotations/0/keypoints/26,annotations/0/keypoints/27,annotations/0/keypoints/28,annotations/0/keypoints/29
226.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea0c71126500b57d91c23.png,480,640,0,62aecf2fbb1886000cae6d8d,acupoints,0,nguyenhoainamfs0502@gmail.com,327,182,2,375,134,2,422,150,2,455,171,2,480,155,2,507,128,2,525,179,2,467,60,2,409,55,2,353,79,2
227.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea0db1126500b57d91c41.png,480,640,0,62aecf3bbb1886000cae6d95,acupoints,0,nguyenhoainamfs0502@gmail.com,317,193,2,334,164,2,364,185,2,387,196,2,413,183,2,456,156,2,504,177,2,465,66,2,400,69,2,354,91,2
228.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea0e81126500b57d91c56.png,480,640,0,62aecf45bb1886000cae6d9a,acupoints,0,nguyenhoainamfs0502@gmail.com,318,198,2,337,168,2,371,188,2,395,203,2,421,188,2,465,159,2,514,174,2,467,66,2,400,71,2,355,94,2
229.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea0d01126500b57d91c31.png,480,640,0,62aecf51bb1886000cae6d9b,acupoints,0,nguyenhoainamfs0502@gmail.com,332,213,2,359,180,2,398,198,2,430,206,2,455,195,2,497,166,2,535,180,2,483,78,2,409,80,2,361,106,2
23.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea21a1126500b57d91e35.png,480,640,0,62aecf5dbb1886000cae6d9e,acupoints,0,nguyenhoainamfs0502@gmail.com,270,211,2,314,165,2,360,181,2,398,191,2,422,180,2,434,164,2,452,215,2,395,98,2,343,91,2,289,112,2
232.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea0cc1126500b57d91c2b.png,480,640,0,62aed6a8bb1886000cae6fdf,acupoints,0,nguyenhoainamfs0502@gmail.com,388,203,2,428,163,2,476,181,2,508,192,2,532,181,2,559,151,2,574,201,2,514,79,2,470,82,2,415,94,2
233.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea0f11126500b57d91c64.png,480,640,0,62aecfa4bb1886000cae6de6,acupoints,0,nguyenhoainamfs0502@gmail.com,389,177,2,428,140,2,476,154,2,509,170,2,532,161,2,560,141,2,579,193,2,526,76,2,480,64,2,432,85,2
234.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea0e01126500b57d91c49.png,480,640,0,62aecfaebb1886000cae6deb,acupoints,0,nguyenhoainamfs0502@gmail.com,387,178,2,416,136,2,468,151,2,500,167,2,528,156,2,559,138,2,576,182,2,528,77,2,477,66,2,418,90,2
235.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea0f41126500b57d91c69.png,480,640,0,62aecfb9bb1886000cae6dec,acupoints,0,nguyenhoainamfs0502@gmail.com,381,169,2,415,132,2,460,148,2,490,165,2,518,153,2,558,139,2,575,177,2,528,81,2,473,68,2,422,86,2
236.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea0e91126500b57d91c57.png,480,640,0,62aecfc9bb1886000cae6ded,acupoints,0,nguyenhoainamfs0502@gmail.com,329,175,2,350,122,2,409,134,2,442,142,2,464,131,2,480,113,2,502,170,2,440,67,2,395,57,2,350,77,2
237.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea0ee1126500b57d91c60.png,480,640,0,62aecfd3bb1886000cae6dee,acupoints,0,nguyenhoainamfs0502@gmail.com,287,187,2,314,138,2,362,147,2,398,154,2,419,143,2,454,118,2,480,153,2,416,70,2,365,65,2,315,93,2
238.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea0ce1126500b57d91c2d.png,480,640,0,62aecfdcbb1886000cae6df8,acupoints,0,nguyenhoainamfs0502@gmail.com,273,191,2,297,153,2,337,160,2,371,171,2,398,156,2,433,132,2,468,157,2,412,75,2,363,70,2,306,94,2
239.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea0d71126500b57d91c3c.png,480,640,0,62aed00dbb1886000cae6e1d,acupoints,0,nguyenhoainamfs0502@gmail.com,272,204,2,292,156,2,334,166,2,365,182,2,391,166,2,430,136,2,465,159,2,409,75,2,352,72,2,306,99,2
24.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea4181126500b57d92148.png,480,640,0,62aed02bbb1886000cae6e1e,acupoints,0,nguyenhoainamfs0502@gmail.com,273,206,2,313,166,2,365,181,2,395,192,2,422,185,2,435,161,2,451,214,2,391,97,2,346,94,2,301,104,2
240.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea0cd1126500b57d91c2c.png,480,640,0,62aed039bb1886000cae6e1f,acupoints,0,nguyenhoainamfs0502@gmail.com,266,201,2,288,165,2,331,176,2,361,184,2,384,171,2,425,146,2,458,164,2,410,78,2,352,75,2,307,98,2
241.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea0c81126500b57d91c24.png,480,640,0,62aed0b3bb1886000cae6e89,acupoints,0,nguyenhoainamfs0502@gmail.com,264,216,2,292,168,2,331,184,2,360,195,2,389,177,2,423,151,2,463,171,2,411,79,2,351,75,2,296,104,2
242.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea0ec1126500b57d91c5d.png,480,640,0,62aed0bdbb1886000cae6e8a,acupoints,0,nguyenhoainamfs0502@gmail.com,264,214,2,290,171,2,328,190,2,357,200,2,384,188,2,423,163,2,459,183,2,412,81,2,344,82,2,296,105,2
243.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea0f31126500b57d91c67.png,480,640,0,62aed107bb1886000cae6eb6,acupoints,0,nguyenhoainamfs0502@gmail.com,265,214,2,289,180,2,331,200,2,364,215,2,391,201,2,437,171,2,465,193,2,415,85,2,347,86,2,294,108,2
244.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea0e51126500b57d91c52.png,480,640,0,62aed113bb1886000cae6eb7,acupoints,0,nguyenhoainamfs0502@gmail.com,265,224,2,307,177,2,353,202,2,389,209,2,418,195,2,446,168,2,470,195,2,414,84,2,361,84,2,305,100,2
245.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea0df1126500b57d91c48.png,480,640,0,62aed11fbb1886000cae6ec9,acupoints,0,nguyenhoainamfs0502@gmail.com,270,219,2,306,174,2,356,193,2,389,204,2,418,190,2,450,163,2,471,186,2,412,78,2,354,82,2,300,104,2
246.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea0c61126500b57d91c21.png,480,640,0,62aed12cbb1886000cae6ed1,acupoints,0,nguyenhoainamfs0502@gmail.com,287,195,2,331,153,2,376,168,2,408,178,2,434,169,2,456,146,2,473,189,2,401,71,2,351,71,2,302,90,2
247.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea0da1126500b57d91c40.png,480,640,0,62aed137bb1886000cae6ed2,acupoints,0,nguyenhoainamfs0502@gmail.com,291,199,2,329,145,2,377,162,2,411,172,2,437,159,2,454,138,2,473,189,2,404,68,2,354,68,2,309,88,2
248.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea0f81126500b57d91c70.png,480,640,0,62aed182bb1886000cae6ef9,acupoints,0,nguyenhoainamfs0502@gmail.com,257,161,2,274,120,2,305,126,2,335,131,2,369,118,2,406,102,2,447,136,2,400,65,2,342,53,2,301,77,2
249.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea0e71126500b57d91c54.png,480,640,0,62aed1bdbb1886000cae6efa,acupoints,0,nguyenhoainamfs0502@gmail.com,260,156,2,278,114,2,321,119,2,356,128,2,380,118,2,421,102,2,447,131,2,396,68,2,344,55,2,302,73,2
25.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea3ef1126500b57d9210a.png,480,640,0,62aed1c7bb1886000cae6efb,acupoints,0,nguyenhoainamfs0502@gmail.com,271,204,2,303,164,2,359,180,2,395,193,2,417,182,2,434,161,2,451,213,2,388,96,2,342,89,2,287,110,2
250.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea0c71126500b57d91c22.png,480,640,0,62aed1d4bb1886000cae6efc,acupoints,0,nguyenhoainamfs0502@gmail.com,263,159,2,287,115,2,334,122,2,370,131,2,392,120,2,424,102,2,448,147,2,394,68,2,346,54,2,293,80,2
251.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea0d61126500b57d91c3a.png,480,640,0,62aed1dfbb1886000cae6f06,acupoints,0,nguyenhoainamfs0502@gmail.com,273,159,2,304,112,2,348,123,2,382,135,2,403,123,2,421,108,2,449,160,2,387,67,2,346,57,2,304,72,2
252.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea0d21126500b57d91c34.png,480,640,0,62aed1ebbb1886000cae6f07,acupoints,0,nguyenhoainamfs0502@gmail.com,263,197,2,294,149,2,344,170,2,376,174,2,401,162,2,430,138,2,453,165,2,381,61,2,336,70,2,292,86,2
253.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea0df1126500b57d91c47.png,480,640,0,62aed1f4bb1886000cae6f08,acupoints,0,nguyenhoainamfs0502@gmail.com,246,203,2,277,167,2,319,186,2,346,196,2,370,184,2,413,154,2,445,175,2,385,65,2,333,68,2,282,94,2
254.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea0e91126500b57d91c58.png,480,640,0,62aed1febb1886000cae6f09,acupoints,0,nguyenhoainamfs0502@gmail.com,229,202,2,248,165,2,286,186,2,309,199,2,338,186,2,380,158,2,426,176,2,389,64,2,315,69,2,267,90,2
255.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea0d71126500b57d91c3b.png,480,640,0,62aed209bb1886000cae6f0a,acupoints,0,nguyenhoainamfs0502@gmail.com,224,198,2,238,157,2,270,176,2,295,189,2,316,178,2,368,151,2,414,166,2,384,62,2,327,59,2,267,75,2
256.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea0c31126500b57d91c1d.png,480,640,0,62aed213bb1886000cae6f0b,acupoints,0,nguyenhoainamfs0502@gmail.com,221,182,2,238,142,2,268,158,2,292,168,2,321,156,2,367,126,2,412,152,2,379,55,2,314,52,2,260,73,2
257.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea0d11126500b57d91c32.png,480,640,0,62aed234bb1886000cae6f0c,acupoints,0,nguyenhoainamfs0502@gmail.com,216,179,2,233,136,2,276,148,2,311,160,2,332,146,2,380,122,2,419,144,2,373,52,2,301,45,2,257,71,2
258.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea0dc1126500b57d91c43.png,480,640,0,62aed240bb1886000cae6f0d,acupoints,0,nguyenhoainamfs0502@gmail.com,214,176,2,239,131,2,281,145,2,311,158,2,340,142,2,383,115,2,412,134,2,368,50,2,304,46,2,246,77,2
259.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea0e71126500b57d91c55.png,480,640,0,62aed24abb1886000cae6f0e,acupoints,0,nguyenhoainamfs0502@gmail.com,216,171,2,242,128,2,282,144,2,314,155,2,345,139,2,383,113,2,416,136,2,364,47,2,306,45,2,254,73,2
26.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea41b1126500b57d9214d.png,480,640,0,62aed254bb1886000cae6f0f,acupoints,0,nguyenhoainamfs0502@gmail.com,253,183,2,283,141,2,330,153,2,357,164,2,386,157,2,420,142,2,439,179,2,390,100,2,344,84,2,286,102,2
260.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea0ec1126500b57d91c5c.png,480,640,0,62aed269bb1886000cae6f1a,acupoints,0,nguyenhoainamfs0502@gmail.com,217,169,2,241,126,2,281,139,2,317,150,2,348,136,2,386,109,2,417,131,2,363,47,2,303,41,2,251,63,2
261.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea0ed1126500b57d91c5e.png,480,640,0,62aed273bb1886000cae6f20,acupoints,0,nguyenhoainamfs0502@gmail.com,218,165,2,241,120,2,287,133,2,319,142,2,348,129,2,378,102,2,412,129,2,354,44,2,304,36,2,244,63,2
262.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea0ce1126500b57d91c2e.png,480,640,0,62aed285bb1886000cae6f21,acupoints,0,nguyenhoainamfs0502@gmail.com,185,149,2,206,104,2,242,108,2,271,117,2,298,101,2,340,77,2,370,99,2,326,37,2,268,28,2,221,53,2
263.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea0c91126500b57d91c25.png,480,640,0,62aed290bb1886000cae6f22,acupoints,0,nguyenhoainamfs0502@gmail.com,184,153,2,197,106,2,226,111,2,259,118,2,290,104,2,332,81,2,366,101,2,326,38,2,265,30,2,224,53,2
264.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea0f01126500b57d91c63.png,480,640,0,62aed29ebb1886000cae6f23,acupoints,0,nguyenhoainamfs0502@gmail.com,180,149,2,190,105,2,227,111,2,261,123,2,283,106,2,326,81,2,360,101,2,324,39,2,267,28,2,215,52,2
265.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea0f21126500b57d91c66.png,480,640,0,62aed6b3bb1886000cae6fe0,acupoints,0,nguyenhoainamfs0502@gmail.com,180,149,2,196,101,2,219,112,2,249,119,2,277,106,2,318,81,2,356,109,2,323,36,2,260,29,2,220,50,2
266.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea0f51126500b57d91c6a.png,480,640,0,62aed2c3bb1886000cae6f24,acupoints,0,nguyenhoainamfs0502@gmail.com,170,160,2,176,106,2,193,119,2,214,132,2,234,117,2,292,87,2,326,122,2,320,34,2,255,27,2,215,44,2
267.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea0c11126500b57d91c19.png,480,640,0,62aed2dfbb1886000cae6f25,acupoints,0,nguyenhoainamfs0502@gmail.com,173,158,2,182,105,2,190,123,2,210,134,2,230,115,2,284,90,2,325,110,2,316,37,2,256,25,2,219,45,2
268.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea0f11126500b57d91c65.png,480,640,0,62aed2eabb1886000cae6f26,acupoints,0,nguyenhoainamfs0502@gmail.com,171,168,2,179,113,2,193,128,2,213,138,2,234,123,2,283,95,2,328,116,2,319,36,2,259,27,2,218,48,2
269.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea0f71126500b57d91c6d.png,480,640,0,62aed2f9bb1886000cae6f27,acupoints,0,nguyenhoainamfs0502@gmail.com,174,169,2,181,116,2,194,130,2,220,142,2,244,125,2,289,101,2,333,123,2,317,41,2,267,28,2,222,49,2
27.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea4141126500b57d92142.png,480,640,0,62aed305bb1886000cae6f28,acupoints,0,nguyenhoainamfs0502@gmail.com,250,174,2,277,133,2,319,145,2,354,163,2,381,151,2,415,135,2,439,182,2,392,100,2,346,85,2,294,99,2
270.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea0ef1126500b57d91c62.png,480,640,0,62aed311bb1886000cae6f29,acupoints,0,nguyenhoainamfs0502@gmail.com,174,170,2,183,118,2,204,136,2,225,144,2,252,131,2,296,105,2,344,121,2,316,38,2,266,34,2,212,55,2
271.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea0cc1126500b57d91c2a.png,480,640,0,62aed31dbb1886000cae6f31,acupoints,0,nguyenhoainamfs0502@gmail.com,176,172,2,183,120,2,208,139,2,235,152,2,261,137,2,316,110,2,353,132,2,324,39,2,270,33,2,219,55,2
272.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea2ab1126500b57d91f1b.png,480,640,0,62aed329bb1886000cae6f32,acupoints,0,nguyenhoainamfs0502@gmail.com,208,161,2,239,121,2,292,141,2,321,151,2,349,138,2,377,113,2,396,142,2,341,41,2,291,37,2,238,54,2
273.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea0dd1126500b57d91c45.png,480,640,0,62aed344bb1886000cae6f33,acupoints,0,nguyenhoainamfs0502@gmail.com,218,138,2,253,94,2,302,114,2,332,126,2,361,121,2,383,98,2,404,146,2,352,39,2,298,30,2,247,50,2
274.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea0d01126500b57d91c30.png,480,640,0,62aed34fbb1886000cae6f34,acupoints,0,nguyenhoainamfs0502@gmail.com,217,134,2,249,93,2,304,113,2,334,124,2,356,115,2,386,101,2,401,145,2,352,39,2,295,34,2,251,47,2
275.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea0f31126500b57d91c68.png,480,640,0,62aed361bb1886000cae6f35,acupoints,0,nguyenhoainamfs0502@gmail.com,207,137,2,236,97,2,276,108,2,309,119,2,340,109,2,372,94,2,398,131,2,349,39,2,300,26,2,251,43,2
276.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea2141126500b57d91e2b.png,480,640,0,62aed371bb1886000cae6f36,acupoints,0,nguyenhoainamfs0502@gmail.com,202,143,2,220,101,2,259,111,2,294,123,2,319,109,2,362,90,2,392,123,2,341,37,2,291,26,2,243,47,2
277.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea29f1126500b57d91f07.png,480,640,0,62aed383bb1886000cae6f37,acupoints,0,nguyenhoainamfs0502@gmail.com,196,150,2,216,105,2,253,116,2,284,123,2,309,112,2,348,90,2,379,113,2,341,44,2,285,34,2,236,54,2
278.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea2a81126500b57d91f16.png,480,640,0,62aed3e2bb1886000cae6f47,acupoints,0,nguyenhoainamfs0502@gmail.com,195,158,2,205,111,2,235,119,2,263,129,2,290,116,2,332,92,2,371,116,2,341,42,2,277,37,2,233,58,2
279.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea2c11126500b57d91f3c.png,480,640,0,62aed3ecbb1886000cae6f48,acupoints,0,nguyenhoainamfs0502@gmail.com,200,153,2,219,109,2,244,123,2,267,133,2,295,120,2,337,99,2,380,124,2,346,46,2,296,35,2,248,54,2
28.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea11c1126500b57d91ca7.png,480,640,0,62aed3f5bb1886000cae6f49,acupoints,0,nguyenhoainamfs0502@gmail.com,236,174,2,263,128,2,292,137,2,325,145,2,351,136,2,385,120,2,412,148,2,374,97,2,330,84,2,285,99,2
280.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea2a41126500b57d91f0f.png,480,640,0,62aed3ffbb1886000cae6f4a,acupoints,0,nguyenhoainamfs0502@gmail.com,203,152,2,221,114,2,255,125,2,286,138,2,312,128,2,353,108,2,386,130,2,349,51,2,299,39,2,250,59,2
281.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea0c01126500b57d91c17.png,480,640,0,62aed409bb1886000cae6f4b,acupoints,0,nguyenhoainamfs0502@gmail.com,207,153,2,239,119,2,273,134,2,299,146,2,328,139,2,364,119,2,396,138,2,354,51,2,303,43,2,259,53,2
282.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea0e41126500b57d91c4f.png,480,640,0,62aed425bb1886000cae6f4e,acupoints,0,nguyenhoainamfs0502@gmail.com,226,170,2,266,138,2,306,158,2,336,171,2,357,162,2,388,139,2,409,165,2,362,60,2,316,53,2,264,66,2
283.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea2a91126500b57d91f17.png,480,640,0,62aed436bb1886000cae6f56,acupoints,0,nguyenhoainamfs0502@gmail.com,249,141,2,294,101,2,340,125,2,358,140,2,381,136,2,402,122,2,409,175,2,378,61,2,338,46,2,289,50,2
284.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea2b01126500b57d91f22.png,480,640,0,62aed448bb1886000cae6f57,acupoints,0,nguyenhoainamfs0502@gmail.com,257,118,2,301,86,2,348,109,2,373,129,2,392,127,2,395,111,2,404,167,2,367,61,2,338,43,2,291,44,2
285.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea2a21126500b57d91f0d.png,480,640,0,62aed459bb1886000cae6f58,acupoints,0,nguyenhoainamfs0502@gmail.com,254,117,2,298,76,2,336,97,2,366,121,2,381,124,2,384,105,2,396,159,2,356,53,2,321,40,2,280,40,2
286.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea2ad1126500b57d91f1e.png,480,640,0,62aed46bbb1886000cae6f60,acupoints,0,nguyenhoainamfs0502@gmail.com,250,111,2,283,79,2,334,98,2,362,118,2,380,118,2,382,103,2,391,155,2,345,47,2,314,37,2,276,38,2
287.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea2aa1126500b57d91f18.png,480,640,0,62aed47abb1886000cae6f61,acupoints,0,nguyenhoainamfs0502@gmail.com,240,117,2,276,78,2,327,98,2,353,115,2,376,112,2,373,96,2,383,150,2,338,46,2,300,35,2,260,37,2
288.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea2a31126500b57d91f0e.png,480,640,0,62aed486bb1886000cae6f64,acupoints,0,nguyenhoainamfs0502@gmail.com,230,114,2,258,82,2,312,98,2,339,113,2,363,108,2,366,94,2,379,145,2,326,41,2,291,34,2,259,40,2
289.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea2a81126500b57d91f15.png,480,640,0,62aed492bb1886000cae6f6e,acupoints,0,nguyenhoainamfs0502@gmail.com,214,123,2,247,82,2,300,99,2,330,112,2,350,109,2,361,91,2,370,144,2,315,40,2,280,32,2,241,41,2
29.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea1241126500b57d91cb3.png,480,640,0,62aed49cbb1886000cae6f6f,acupoints,0,nguyenhoainamfs0502@gmail.com,228,189,2,247,137,2,276,145,2,303,149,2,337,137,2,379,123,2,411,157,2,374,98,2,325,84,2,282,99,2
290.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea2a61126500b57d91f13.png,480,640,0,62aed4a8bb1886000cae6f70,acupoints,0,nguyenhoainamfs0502@gmail.com,201,122,2,232,85,2,279,95,2,312,109,2,335,109,2,352,92,2,363,142,2,314,42,2,275,32,2,233,40,2
291.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea2af1126500b57d91f20.png,480,640,0,62aed4b2bb1886000cae6f77,acupoints,0,nguyenhoainamfs0502@gmail.com,131,154,2,149,103,2,173,117,2,200,127,2,231,111,2,280,96,2,307,122,2,277,62,2,230,45,2,182,62,2
292.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea2aa1126500b57d91f19.png,480,640,0,62aed4bdbb1886000cae6f7a,acupoints,0,nguyenhoainamfs0502@gmail.com,131,152,2,151,104,2,177,114,2,203,126,2,229,115,2,271,94,2,308,123,2,281,63,2,226,46,2,180,64,2
293.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea2a61126500b57d91f12.png,480,640,0,62aed4cabb1886000cae6f7b,acupoints,0,nguyenhoainamfs0502@gmail.com,129,150,2,154,101,2,181,114,2,207,127,2,239,114,2,280,98,2,314,134,2,282,66,2,228,46,2,178,65,2
294.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea11d1126500b57d91ca8.png,480,640,0,62aed4d4bb1886000cae6f83,acupoints,0,nguyenhoainamfs0502@gmail.com,129,145,2,155,98,2,185,112,2,209,127,2,239,118,2,289,101,2,316,136,2,286,66,2,233,46,2,179,62,2
295.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea21f1126500b57d91e3d.png,480,640,0,62aed4e1bb1886000cae6f8a,acupoints,0,nguyenhoainamfs0502@gmail.com,148,169,2,182,126,2,224,144,2,256,156,2,288,148,2,318,131,2,336,180,2,286,67,2,240,53,2,188,69,2
296.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea11d1126500b57d91ca9.png,480,640,0,62aed4edbb1886000cae6f8b,acupoints,0,nguyenhoainamfs0502@gmail.com,158,180,2,192,139,2,243,163,2,271,180,2,302,169,2,322,145,2,343,191,2,296,70,2,245,61,2,192,73,2
297.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea11e1126500b57d91caa.png,480,640,0,62aed6bdbb1886000cae6fe1,acupoints,0,nguyenhoainamfs0502@gmail.com,110,163,2,142,128,2,178,150,2,205,163,2,234,157,2,276,141,2,302,172,2,268,70,2,214,54,2,156,70,2
298.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea2ab1126500b57d91f1a.png,480,640,0,62aed50ebb1886000cae6f8c,acupoints,0,nguyenhoainamfs0502@gmail.com,104,166,2,125,124,2,161,150,2,187,161,2,217,151,2,259,133,2,295,163,2,265,66,2,209,50,2,161,57,2
299.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea2ac1126500b57d91f1c.png,480,640,0,62aed518bb1886000cae6f8d,acupoints,0,nguyenhoainamfs0502@gmail.com,99,151,2,117,118,2,161,134,2,188,151,2,216,137,2,254,117,2,287,148,2,246,58,2,191,43,2,139,64,2
30.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea21e1126500b57d91e3b.png,480,640,0,62aed522bb1886000cae6f97,acupoints,0,nguyenhoainamfs0502@gmail.com,224,194,2,242,144,2,268,154,2,293,166,2,319,154,2,367,129,2,399,154,2,369,97,2,314,84,2,268,101,2
300.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea2a21126500b57d91f0c.png,480,640,0,62aed52dbb1886000cae6f98,acupoints,0,nguyenhoainamfs0502@gmail.com,103,156,2,129,113,2,174,136,2,200,152,2,231,140,2,265,119,2,289,145,2,252,56,2,196,42,2,146,60,2
301.png,https://media.neuralmarker.ai/datasets/62a6db2878fd960009c31041/images/62aea2b11126500b57d91f23.png,480,640,0,62aed53cbb1886000cae6f9b,acupoints,0,nguyenhoainamfs0502@gmail.com,103,156,2,135,117,2,176,132,2,207,147,2,236,137,2,269,112,2,292,151,2,242,50,2,193,41,2,136,59,2
